"n_nodes","n_tri","tri_occ","tri_empty","pct_occ","domain_km2","mean_occ","median_occ","p95","max","ratio"
565,1075,102,973,0.0948837209302326,207139,2.06862745098039,2,4,7,2.06862745098039
